step	loss
0	0.3286702632904053
1	0.07926203310489655
2	0.060022588819265366
3	0.0491141714155674
4	0.042043957859277725
5	0.036983635276556015
6	0.033235784620046616
7	0.03055451437830925
8	0.028327064588665962
